employee code,   year, month,  day,  hour, mint,Machine, status 
59,2021,6,2,8,3,1,2
66,2021,6,2,8,4,1,2
58,2021,6,2,8,8,1,2
51,2021,6,2,8,8,1,2
85,2021,6,2,8,9,1,1
41,2021,6,2,8,12,1,2
73,2021,6,2,8,12,1,2
80,2021,6,2,8,13,1,2
78,2021,6,2,8,14,1,2
63,2021,6,2,8,14,1,1
80,2021,6,2,8,14,1,1
81,2021,6,2,8,15,1,1
60,2021,6,2,8,15,1,2
28,2021,6,2,8,17,1,1
46,2021,6,2,8,22,1,2
48,2021,6,2,8,22,1,2
84,2021,6,2,8,22,1,2
65,2021,6,2,8,45,1,1
27,2021,6,2,8,48,1,1
6,2021,6,2,9,0,1,1
19,2021,6,2,9,3,1,1
24,2021,6,2,9,31,1,1
21,2021,6,2,9,48,1,2
15,2021,6,2,9,52,1,1
12,2021,6,2,9,57,1,1
20,2021,6,2,10,1,1,1
16,2021,6,2,10,8,1,1
69,2021,6,2,10,9,1,1
29,2021,6,2,10,9,1,1
38,2021,6,2,10,36,1,1
56,2021,6,2,11,27,1,1
2,2021,6,2,11,27,1,1
26,2021,6,2,11,28,1,1
77,2021,6,2,13,46,1,1
79,2021,6,2,13,46,1,1
71,2021,6,2,13,47,1,1
83,2021,6,2,13,48,1,2
82,2021,6,2,13,49,1,2
44,2021,6,2,13,53,1,2
60,2021,6,2,13,54,1,1
67,2021,6,2,13,55,1,2
3,2021,6,2,14,0,1,1
4,2021,6,2,14,1,1,2
86,2021,6,2,14,2,1,1
9,2021,6,2,14,3,1,1
42,2021,6,2,14,4,1,1
6,2021,6,2,14,8,1,2
5,2021,6,2,14,10,1,2
58,2021,6,2,14,12,1,2
88,2021,6,2,14,16,1,1
35,2021,6,2,14,19,1,2
18,2021,6,2,14,38,1,1
34,2021,6,2,14,50,1,1
72,2021,6,2,14,51,1,1
22,2021,6,2,14,54,1,2
23,2021,6,2,14,56,1,1
33,2021,6,2,15,5,1,1
31,2021,6,2,15,6,1,1
57,2021,6,2,15,9,1,1
19,2021,6,2,15,20,1,2
16,2021,6,2,15,22,1,2
17,2021,6,2,15,32,1,2
37,2021,6,2,15,47,1,2
24,2021,6,2,15,57,1,2
39,2021,6,2,16,39,1,1
38,2021,6,2,16,51,1,2
12,2021,6,2,18,11,1,2
28,2021,6,2,18,56,1,2
2,2021,6,2,18,59,1,2
56,2021,6,2,19,3,1,2
48,2021,6,2,19,47,1,1
57,2021,6,2,19,49,1,2
80,2021,6,2,19,50,1,2
11,2021,6,2,19,51,1,2
69,2021,6,2,19,52,1,2
68,2021,6,2,19,54,1,2
70,2021,6,2,19,55,1,1
26,2021,6,2,19,56,1,2
9,2021,6,2,19,58,1,2
88,2021,6,2,19,58,1,2
77,2021,6,2,19,59,1,2
51,2021,6,2,20,0,1,2
71,2021,6,2,20,0,1,2
86,2021,6,2,20,1,1,2
41,2021,6,2,20,2,1,2
62,2021,6,2,20,2,1,1
7,2021,6,2,20,5,1,1
49,2021,6,2,20,5,1,2
73,2021,6,2,20,6,1,2
61,2021,6,2,20,8,1,1
46,2021,6,2,20,8,1,1
3,2021,6,2,20,8,1,2
76,2021,6,2,20,8,1,1
66,2021,6,2,20,8,1,1
84,2021,6,2,20,9,1,1
79,2021,6,2,20,12,1,2
82,2021,6,2,20,13,1,1
59,2021,6,2,20,14,1,1
42,2021,6,2,20,14,1,1
85,2021,6,2,20,15,1,2
18,2021,6,2,20,18,1,2
65,2021,6,2,20,35,1,2
63,2021,6,2,20,45,1,2
72,2021,6,2,20,45,1,2
78,2021,6,2,20,50,1,2
17,2021,6,2,20,56,1,2
29,2021,6,2,20,58,1,2
21,2021,6,2,21,5,1,1
20,2021,6,2,21,33,1,2
31,2021,6,2,21,44,1,2
15,2021,6,2,21,53,1,2
33,2021,6,2,21,55,1,2
34,2021,6,2,21,56,1,2
35,2021,6,2,21,56,1,1
23,2021,6,2,21,58,1,2
25,2021,6,2,22,4,1,2
27,2021,6,2,23,46,1,2
62,2021,6,3,1,56,1,2
47,2021,6,3,7,48,1,1
51,2021,6,3,7,50,1,1
82,2021,6,3,7,51,1,1
83,2021,6,3,7,51,1,1
44,2021,6,3,7,54,1,1
67,2021,6,3,7,55,1,1
4,2021,6,3,7,58,1,2
22,2021,6,3,8,1,1,1
7,2021,6,3,8,1,1,2
66,2021,6,3,8,3,1,2
68,2021,6,3,8,3,1,1
49,2021,6,3,8,3,1,1
75,2021,6,3,8,3,1,1
72,2021,6,3,8,4,1,1
58,2021,6,3,8,4,1,1
5,2021,6,3,8,4,1,1
53,2021,6,3,8,4,1,1
78,2021,6,3,8,7,1,1
85,2021,6,3,8,10,1,1
48,2021,6,3,8,11,1,2
11,2021,6,3,8,11,1,2
73,2021,6,3,8,11,1,2
28,2021,6,3,8,13,1,1
84,2021,6,3,8,13,1,2
46,2021,6,3,8,14,1,2
41,2021,6,3,8,15,1,2
60,2021,6,3,8,15,1,2
59,2021,6,3,8,15,1,2
61,2021,6,3,8,17,1,2
63,2021,6,3,8,20,1,1
76,2021,6,3,8,47,1,2
19,2021,6,3,8,53,1,1
65,2021,6,3,8,54,1,1
6,2021,6,3,8,56,1,1
27,2021,6,3,9,5,1,1
64,2021,6,3,9,20,1,1
89,2021,6,3,9,26,1,1
12,2021,6,3,9,48,1,2
15,2021,6,3,9,50,1,1
16,2021,6,3,10,7,1,1
29,2021,6,3,10,12,1,1
69,2021,6,3,10,13,1,1
20,2021,6,3,10,15,1,1
38,2021,6,3,10,36,1,2
56,2021,6,3,10,42,1,2
26,2021,6,3,12,7,1,1
3,2021,6,3,12,7,1,1
45,2021,6,3,13,44,1,1
77,2021,6,3,13,51,1,1
79,2021,6,3,13,54,1,1
60,2021,6,3,13,54,1,1
67,2021,6,3,13,54,1,2
71,2021,6,3,13,58,1,2
86,2021,6,3,13,59,1,1
88,2021,6,3,14,0,1,1
44,2021,6,3,14,1,1,1
54,2021,6,3,14,4,1,1
42,2021,6,3,14,5,1,1
9,2021,6,3,14,10,1,1
6,2021,6,3,14,13,1,2
53,2021,6,3,14,14,1,2
47,2021,6,3,14,17,1,2
58,2021,6,3,14,17,1,2
5,2021,6,3,14,19,1,2
51,2021,6,3,14,19,1,2
35,2021,6,3,14,19,1,1
4,2021,6,3,14,35,1,2
64,2021,6,3,14,48,1,2
34,2021,6,3,14,52,1,1
22,2021,6,3,14,54,1,2
23,2021,6,3,14,58,1,1
17,2021,6,3,15,7,1,1
33,2021,6,3,15,11,1,1
31,2021,6,3,15,12,1,1
37,2021,6,3,15,18,1,1
16,2021,6,3,15,23,1,2
57,2021,6,3,15,25,1,2
19,2021,6,3,15,48,1,2
38,2021,6,3,17,31,1,2
12,2021,6,3,18,27,1,2
56,2021,6,3,18,56,1,2
89,2021,6,3,19,8,1,2
82,2021,6,3,19,49,1,1
73,2021,6,3,19,52,1,1
69,2021,6,3,19,52,1,2
66,2021,6,3,19,53,1,2
77,2021,6,3,19,55,1,2
41,2021,6,3,19,55,1,1
59,2021,6,3,19,57,1,1
68,2021,6,3,19,58,1,2
39,2021,6,3,19,58,1,1
8,2021,6,3,19,59,1,1
3,2021,6,3,20,1,1,2
26,2021,6,3,20,1,1,2
62,2021,6,3,20,5,1,1
49,2021,6,3,20,5,1,2
84,2021,6,3,20,6,1,1
54,2021,6,3,20,6,1,1
71,2021,6,3,20,7,1,2
46,2021,6,3,20,9,1,1
75,2021,6,3,20,9,1,1
88,2021,6,3,20,9,1,2
86,2021,6,3,20,9,1,2
83,2021,6,3,20,10,1,2
61,2021,6,3,20,11,1,1
48,2021,6,3,20,11,1,1
10,2021,6,3,20,12,1,1
42,2021,6,3,20,12,1,1
57,2021,6,3,20,12,1,1
45,2021,6,3,20,12,1,1
70,2021,6,3,20,14,1,2
9,2021,6,3,20,14,1,2
76,2021,6,3,20,15,1,2
79,2021,6,3,20,16,1,2
28,2021,6,3,20,37,1,2
85,2021,6,3,20,40,1,2
37,2021,6,3,20,51,1,2
35,2021,6,3,20,52,1,2
34,2021,6,3,20,52,1,2
65,2021,6,3,20,52,1,2
33,2021,6,3,20,53,1,2
72,2021,6,3,20,54,1,2
31,2021,6,3,20,57,1,2
21,2021,6,3,20,58,1,1
29,2021,6,3,20,59,1,1
20,2021,6,3,21,18,1,2
78,2021,6,3,21,22,1,2
17,2021,6,3,21,30,1,2
15,2021,6,3,21,51,1,2
23,2021,6,3,21,54,1,2
27,2021,6,3,23,46,1,2
62,2021,6,4,2,3,1,2
51,2021,6,4,7,51,1,1
47,2021,6,4,7,52,1,1
67,2021,6,4,7,53,1,1
44,2021,6,4,7,54,1,1
82,2021,6,4,7,55,1,2
4,2021,6,4,7,58,1,2
8,2021,6,4,7,59,1,2
49,2021,6,4,8,0,1,2
75,2021,6,4,8,0,1,2
5,2021,6,4,8,1,1,2
10,2021,6,4,8,2,1,2
68,2021,6,4,8,4,1,1
53,2021,6,4,8,4,1,1
59,2021,6,4,8,5,1,1
73,2021,6,4,8,6,1,1
48,2021,6,4,8,6,1,2
58,2021,6,4,8,6,1,2
43,2021,6,4,8,7,1,2
22,2021,6,4,8,9,1,1
80,2021,6,4,8,10,1,1
61,2021,6,4,8,10,1,2
28,2021,6,4,8,10,1,1
83,2021,6,4,8,12,1,1
41,2021,6,4,8,13,1,2
85,2021,6,4,8,14,1,1
46,2021,6,4,8,15,1,2
84,2021,6,4,8,15,1,2
60,2021,6,4,8,16,1,2
78,2021,6,4,8,21,1,2
76,2021,6,4,8,31,1,2
65,2021,6,4,8,41,1,1
27,2021,6,4,8,49,1,1
72,2021,6,4,8,54,1,1
6,2021,6,4,8,57,1,1
19,2021,6,4,9,0,1,1
89,2021,6,4,9,27,1,1
64,2021,6,4,9,29,1,1
24,2021,6,4,9,36,1,1
15,2021,6,4,9,57,1,1
16,2021,6,4,10,4,1,1
29,2021,6,4,10,16,1,1
69,2021,6,4,10,20,1,1
12,2021,6,4,10,33,1,1
38,2021,6,4,10,34,1,1
56,2021,6,4,10,48,1,1
26,2021,6,4,11,21,1,1
2,2021,6,4,11,33,1,1
45,2021,6,4,11,54,1,1
86,2021,6,4,13,53,1,1
60,2021,6,4,13,55,1,1
79,2021,6,4,13,55,1,1
44,2021,6,4,13,57,1,1
67,2021,6,4,13,58,1,2
71,2021,6,4,13,58,1,2
3,2021,6,4,14,2,1,1
88,2021,6,4,14,2,1,1
42,2021,6,4,14,6,1,1
54,2021,6,4,14,9,1,1
4,2021,6,4,14,9,1,2
35,2021,6,4,14,10,1,1
47,2021,6,4,14,13,1,2
53,2021,6,4,14,13,1,2
9,2021,6,4,14,19,1,2
58,2021,6,4,14,19,1,1
51,2021,6,4,14,21,1,2
6,2021,6,4,14,22,1,2
5,2021,6,4,14,27,1,2
19,2021,6,4,14,56,1,2
17,2021,6,4,14,59,1,1
33,2021,6,4,15,4,1,1
31,2021,6,4,15,5,1,1
16,2021,6,4,15,21,1,2
22,2021,6,4,15,24,1,2
37,2021,6,4,15,25,1,1
25,2021,6,4,15,53,1,1
24,2021,6,4,15,55,1,2
34,2021,6,4,15,56,1,1
39,2021,6,4,16,33,1,1
38,2021,6,4,16,51,1,2
12,2021,6,4,18,33,1,2
56,2021,6,4,18,43,1,2
89,2021,6,4,19,1,1,2
15,2021,6,4,19,5,1,2
48,2021,6,4,19,44,1,1
70,2021,6,4,19,49,1,1
82,2021,6,4,19,49,1,1
69,2021,6,4,19,50,1,2
83,2021,6,4,19,50,1,2
66,2021,6,4,19,52,1,1
68,2021,6,4,19,54,1,2
7,2021,6,4,19,54,1,1
84,2021,6,4,19,55,1,1
3,2021,6,4,19,59,1,2
79,2021,6,4,20,0,1,2
62,2021,6,4,20,1,1,1
46,2021,6,4,20,1,1,1
59,2021,6,4,20,3,1,1
39,2021,6,4,20,3,1,1
26,2021,6,4,20,4,1,2
71,2021,6,4,20,4,1,2
11,2021,6,4,20,4,1,2
76,2021,6,4,20,4,1,1
73,2021,6,4,20,5,1,1
65,2021,6,4,20,8,1,2
42,2021,6,4,20,9,1,2
54,2021,6,4,20,9,1,2
80,2021,6,4,20,9,1,2
9,2021,6,4,20,9,1,2
43,2021,6,4,20,9,1,2
45,2021,6,4,20,10,1,2
88,2021,6,4,20,10,1,2
61,2021,6,4,20,10,1,1
41,2021,6,4,20,13,1,1
86,2021,6,4,20,26,1,2
64,2021,6,4,20,28,1,2
28,2021,6,4,20,28,1,2
85,2021,6,4,20,39,1,2
78,2021,6,4,20,45,1,2
31,2021,6,4,20,48,1,2
29,2021,6,4,20,48,1,2
33,2021,6,4,20,49,1,2
34,2021,6,4,20,53,1,2
37,2021,6,4,20,54,1,2
77,2021,6,4,20,57,1,2
72,2021,6,4,20,57,1,2
21,2021,6,4,21,4,1,1
19,2021,6,4,21,20,1,2
17,2021,6,4,21,31,1,2
25,2021,6,4,21,59,1,2
27,2021,6,4,23,50,1,2
62,2021,6,5,2,30,1,2
47,2021,6,5,7,47,1,1
43,2021,6,5,7,49,1,1
22,2021,6,5,7,51,1,1
51,2021,6,5,7,52,1,1
82,2021,6,5,7,53,1,2
4,2021,6,5,7,54,1,2
67,2021,6,5,7,58,1,1
68,2021,6,5,7,59,1,1
44,2021,6,5,8,0,1,1
66,2021,6,5,8,1,1,2
7,2021,6,5,8,1,1,2
83,2021,6,5,8,5,1,1
80,2021,6,5,8,6,1,2
78,2021,6,5,8,7,1,1
53,2021,6,5,8,11,1,1
61,2021,6,5,8,12,1,2
84,2021,6,5,8,13,1,2
5,2021,6,5,8,14,1,2
59,2021,6,5,8,14,1,2
85,2021,6,5,8,15,1,1
41,2021,6,5,8,15,1,2
73,2021,6,5,8,15,1,2
48,2021,6,5,8,16,1,2
28,2021,6,5,8,17,1,1
11,2021,6,5,8,17,1,1
58,2021,6,5,8,18,1,1
46,2021,6,5,8,19,1,2
60,2021,6,5,8,31,1,2
72,2021,6,5,8,38,1,1
76,2021,6,5,8,42,1,2
27,2021,6,5,8,48,1,1
19,2021,6,5,8,52,1,1
65,2021,6,5,8,55,1,1
64,2021,6,5,8,55,1,1
6,2021,6,5,9,0,1,1
70,2021,6,5,9,1,1,2
21,2021,6,5,9,7,1,2
89,2021,6,5,9,24,1,1
24,2021,6,5,9,27,1,1
20,2021,6,5,9,36,1,1
15,2021,6,5,9,43,1,1
12,2021,6,5,9,55,1,1
69,2021,6,5,10,8,1,1
29,2021,6,5,10,13,1,1
56,2021,6,5,10,40,1,1
26,2021,6,5,11,10,1,1
2,2021,6,5,11,49,1,1
79,2021,6,5,13,40,1,1
45,2021,6,5,13,40,1,1
88,2021,6,5,13,41,1,1
77,2021,6,5,13,49,1,2
67,2021,6,5,13,56,1,2
86,2021,6,5,13,59,1,1
3,2021,6,5,13,59,1,1
42,2021,6,5,14,0,1,1
71,2021,6,5,14,2,1,1
44,2021,6,5,14,6,1,1
4,2021,6,5,14,7,1,2
47,2021,6,5,14,9,1,2
53,2021,6,5,14,14,1,2
9,2021,6,5,14,16,1,1
6,2021,6,5,14,17,1,2
60,2021,6,5,14,18,1,2
51,2021,6,5,14,20,1,2
5,2021,6,5,14,20,1,2
35,2021,6,5,14,22,1,1
58,2021,6,5,14,33,1,1
23,2021,6,5,14,58,1,1
22,2021,6,5,15,5,1,2
17,2021,6,5,15,8,1,2
33,2021,6,5,15,19,1,2
31,2021,6,5,15,19,1,1
57,2021,6,5,15,35,1,1
34,2021,6,5,15,43,1,2
19,2021,6,5,15,44,1,2
37,2021,6,5,15,47,1,1
24,2021,6,5,15,50,1,2
39,2021,6,5,16,4,1,1
89,2021,6,5,17,54,1,2
12,2021,6,5,18,23,1,2
43,2021,6,5,18,39,1,2
56,2021,6,5,18,56,1,2
2,2021,6,5,19,33,1,2
69,2021,6,5,19,36,1,2
48,2021,6,5,19,44,1,1
8,2021,6,5,19,48,1,1
80,2021,6,5,19,50,1,2
82,2021,6,5,19,51,1,2
83,2021,6,5,19,51,1,2
88,2021,6,5,19,53,1,2
3,2021,6,5,19,53,1,2
68,2021,6,5,19,54,1,2
66,2021,6,5,19,57,1,1
26,2021,6,5,19,57,1,2
70,2021,6,5,19,59,1,1
59,2021,6,5,20,0,1,1
76,2021,6,5,20,1,1,1
46,2021,6,5,20,2,1,1
62,2021,6,5,20,2,1,1
19,2021,6,5,20,2,1,2
57,2021,6,5,20,2,1,2
73,2021,6,5,20,3,1,2
9,2021,6,5,20,3,1,2
45,2021,6,5,20,4,1,2
71,2021,6,5,20,5,1,2
61,2021,6,5,20,10,1,1
79,2021,6,5,20,10,1,2
75,2021,6,5,20,11,1,2
42,2021,6,5,20,12,1,2
54,2021,6,5,20,12,1,2
41,2021,6,5,20,13,1,1
64,2021,6,5,20,36,1,2
86,2021,6,5,20,36,1,2
28,2021,6,5,20,37,1,2
78,2021,6,5,20,45,1,2
77,2021,6,5,20,54,1,2
72,2021,6,5,20,54,1,2
29,2021,6,5,20,55,1,2
15,2021,6,5,20,56,1,2
23,2021,6,5,20,56,1,2
65,2021,6,5,20,56,1,2
17,2021,6,5,21,10,1,2
34,2021,6,5,21,13,1,1
35,2021,6,5,21,20,1,2
37,2021,6,5,21,22,1,2
31,2021,6,5,21,23,1,2
33,2021,6,5,21,24,1,2
20,2021,6,5,21,32,1,2
27,2021,6,5,23,46,1,2
62,2021,6,6,2,11,1,2
66,2021,6,6,7,59,1,2
43,2021,6,6,7,59,1,1
4,2021,6,6,8,0,1,1
8,2021,6,6,8,1,1,1
80,2021,6,6,8,6,1,2
75,2021,6,6,8,6,1,2
42,2021,6,6,8,7,1,2
71,2021,6,6,8,8,1,2
58,2021,6,6,8,13,1,2
83,2021,6,6,8,13,1,2
61,2021,6,6,8,13,1,2
41,2021,6,6,8,15,1,2
86,2021,6,6,8,16,1,1
47,2021,6,6,8,17,1,1
60,2021,6,6,8,21,1,2
73,2021,6,6,8,21,1,2
48,2021,6,6,8,24,1,2
76,2021,6,6,8,30,1,2
65,2021,6,6,8,52,1,1
27,2021,6,6,9,2,1,1
20,2021,6,6,9,19,1,1
38,2021,6,6,10,22,1,1
45,2021,6,6,13,38,1,1
54,2021,6,6,14,5,1,1
47,2021,6,6,14,6,1,2
3,2021,6,6,14,10,1,1
41,2021,6,6,14,11,1,2
4,2021,6,6,14,12,1,2
60,2021,6,6,14,15,1,1
58,2021,6,6,14,28,1,1
86,2021,6,6,15,14,1,2
70,2021,6,6,19,48,1,1
82,2021,6,6,19,49,1,1
83,2021,6,6,19,53,1,2
75,2021,6,6,19,54,1,1
41,2021,6,6,19,56,1,1
48,2021,6,6,19,57,1,1
76,2021,6,6,20,1,1,1
66,2021,6,6,20,3,1,1
54,2021,6,6,20,6,1,2
11,2021,6,6,20,6,1,2
71,2021,6,6,20,7,1,2
7,2021,6,6,20,8,1,1
42,2021,6,6,20,9,1,1
43,2021,6,6,20,10,1,2
80,2021,6,6,20,10,1,2
45,2021,6,6,20,11,1,2
3,2021,6,6,20,13,1,2
65,2021,6,6,20,32,1,2
84,2021,6,6,20,34,1,1
38,2021,6,6,20,41,1,2
21,2021,6,6,20,56,1,1
20,2021,6,6,21,1,1,2
27,2021,6,6,23,5,1,2
82,2021,6,7,7,50,1,2
4,2021,6,7,7,51,1,1
22,2021,6,7,7,51,1,1
67,2021,6,7,7,53,1,1
68,2021,6,7,7,54,1,1
51,2021,6,7,7,56,1,1
39,2021,6,7,7,57,1,2
43,2021,6,7,7,57,1,1
47,2021,6,7,8,0,1,1
44,2021,6,7,8,0,1,1
66,2021,6,7,8,1,1,2
84,2021,6,7,8,3,1,2
5,2021,6,7,8,4,1,2
78,2021,6,7,8,6,1,2
53,2021,6,7,8,6,1,1
11,2021,6,7,8,6,1,1
7,2021,6,7,8,6,1,1
58,2021,6,7,8,6,1,2
59,2021,6,7,8,7,1,2
80,2021,6,7,8,9,1,2
85,2021,6,7,8,10,1,1
41,2021,6,7,8,13,1,2
75,2021,6,7,8,13,1,2
49,2021,6,7,8,13,1,2
48,2021,6,7,8,14,1,2
60,2021,6,7,8,14,1,2
83,2021,6,7,8,17,1,1
28,2021,6,7,8,29,1,1
63,2021,6,7,8,31,1,1
76,2021,6,7,8,32,1,2
65,2021,6,7,8,42,1,1
81,2021,6,7,8,51,1,1
64,2021,6,7,8,52,1,1
19,2021,6,7,8,53,1,1
6,2021,6,7,8,57,1,1
27,2021,6,7,8,58,1,2
24,2021,6,7,9,13,1,1
21,2021,6,7,9,24,1,2
89,2021,6,7,9,26,1,2
15,2021,6,7,9,30,1,1
12,2021,6,7,9,45,1,1
69,2021,6,7,10,1,1,2
16,2021,6,7,10,5,1,1
29,2021,6,7,10,10,1,1
20,2021,6,7,10,11,1,1
38,2021,6,7,10,18,1,1
56,2021,6,7,10,49,1,1
26,2021,6,7,11,28,1,1
45,2021,6,7,12,34,1,1
77,2021,6,7,13,36,1,1
52,2021,6,7,13,51,1,1
60,2021,6,7,13,53,1,1
67,2021,6,7,13,55,1,2
86,2021,6,7,13,56,1,1
71,2021,6,7,13,56,1,1
3,2021,6,7,13,57,1,1
88,2021,6,7,13,58,1,1
54,2021,6,7,13,58,1,1
35,2021,6,7,14,2,1,1
4,2021,6,7,14,5,1,2
44,2021,6,7,14,5,1,2
42,2021,6,7,14,5,1,2
58,2021,6,7,14,6,1,2
53,2021,6,7,14,7,1,2
64,2021,6,7,14,9,1,2
79,2021,6,7,14,12,1,1
9,2021,6,7,14,12,1,1
6,2021,6,7,14,16,1,2
5,2021,6,7,14,17,1,2
51,2021,6,7,14,19,1,2
47,2021,6,7,14,22,1,2
72,2021,6,7,14,53,1,1
34,2021,6,7,14,53,1,1
17,2021,6,7,15,4,1,1
31,2021,6,7,15,6,1,1
22,2021,6,7,15,23,1,2
57,2021,6,7,15,30,1,2
39,2021,6,7,15,32,1,1
23,2021,6,7,15,36,1,1
16,2021,6,7,15,44,1,2
25,2021,6,7,15,52,1,2
24,2021,6,7,15,54,1,2
19,2021,6,7,15,55,1,2
38,2021,6,7,16,8,1,2
56,2021,6,7,18,57,1,2
89,2021,6,7,18,58,1,2
12,2021,6,7,19,13,1,2
8,2021,6,7,19,48,1,1
82,2021,6,7,19,50,1,1
69,2021,6,7,19,51,1,2
83,2021,6,7,19,51,1,2
84,2021,6,7,19,51,1,2
3,2021,6,7,19,54,1,2
68,2021,6,7,19,56,1,2
48,2021,6,7,19,56,1,1
66,2021,6,7,19,56,1,1
41,2021,6,7,19,56,1,1
61,2021,6,7,19,56,1,1
63,2021,6,7,19,58,1,1
71,2021,6,7,20,0,1,2
54,2021,6,7,20,0,1,2
59,2021,6,7,20,0,1,2
73,2021,6,7,20,1,1,2
75,2021,6,7,20,2,1,2
42,2021,6,7,20,2,1,2
88,2021,6,7,20,4,1,2
39,2021,6,7,20,4,1,1
